fieldId,reportId
F17570,R464
F16603,R266
F17886,R52
F17725,R104
F17016,R32
F16511,R261
F16642,R388
F17021,R431
F17455,R298
F16288,R268
F16408,R585
F16926,R219
F17093,R9
F16588,R589
F17739,R404
F16603,R22
F16936,R114
F16981,R376
F17383,R352
F16741,R322
F16991,R496
F17623,R158
F17776,R190
F16954,R498
F17072,R501
F16276,R367
F16696,R61
F16253,R459
F16393,R421
F17466,R476
F17629,R416
F16979,R180
F17046,R422
F17233,R97
F17863,R538
F17170,R570
F16234,R384
F16997,R116
F17040,R206
F17635,R572
F16520,R58
F16825,R476
F17399,R381
F16369,R483
F17257,R421
F17368,R85
F16760,R455
F16559,R115
F16268,R548
F17419,R118
F17751,R278
F16334,R56
F16831,R429
F17767,R42
F16849,R537
F17155,R44
F17240,R29
F17025,R574
F17500,R512
F17474,R81
F17073,R576
F17658,R151
F17127,R399
F16559,R221
F17686,R507
F16548,R112
F16976,R152
F17364,R76
F17662,R457
F17160,R497
F17064,R243
F16839,R386
F17114,R196
F17757,R80
F17171,R52
F17352,R344
F16589,R319
F16591,R167
F16210,R584
F16228,R402
F17227,R298
F17145,R370
F16579,R578
F16314,R458
F16899,R278
F16827,R79
F17902,R66
F17632,R28
F16241,R386
F17959,R73
F17343,R422
F17011,R266
F16246,R265
F17902,R523
F16601,R17
F16486,R585
F16740,R266
F17721,R196
F16354,R29
F17966,R529
F17986,R314
F16964,R153
F17087,R156
F16339,R284
F17479,R592
F17526,R460
F16360,R228
F16244,R423
F16968,R224
F17926,R594
F17795,R585
F17221,R596
F17080,R285
F16430,R575
F17386,R466
F16298,R127
F16480,R306
F17422,R124
F17557,R384
F16540,R416
F17285,R70
F17776,R597
F16239,R229
F16782,R510
F17893,R213
F17522,R580
F16809,R320
F17154,R465
F16765,R327
F16593,R74
F16569,R27
F16213,R433
F16743,R313
F16936,R20
F16532,R433
F16742,R101
F16631,R371
F16971,R295
F17772,R325
F16233,R26
F16714,R233
F16983,R276
F16257,R537
F16306,R113
F16950,R46
F17300,R526
F17376,R231
F16566,R94
F17417,R152
F17490,R143
F17020,R551
F17478,R92
F17893,R201
F16562,R202
F17092,R595
F16741,R62
F17773,R92
F17544,R77
F16431,R366
F16285,R297
F17827,R273
F17189,R416
F17290,R223
F16470,R397
F17028,R82
F16860,R343
F17084,R264
F17254,R84
F17897,R298
F17279,R597
F17685,R576
F16878,R247
F16842,R551
F16395,R221
F17296,R80
F16959,R293
F16205,R317
F17513,R503
F17843,R563
F17350,R453
F16967,R278
F16347,R194
F17439,R525
F16309,R91
F17344,R417
F16414,R393
F16651,R312
F16657,R319
F17092,R219
F17505,R254
F17703,R209
F17712,R282
F17777,R159
F17972,R418
F17418,R585
F16537,R242
F17382,R238
F16435,R162
F16588,R205
F17204,R445
F16917,R52
F17332,R468
F17970,R22
F17092,R293
F17036,R296
F16211,R188
F16204,R323
F17235,R161
F17668,R7
F17907,R578
F17270,R385
F17842,R38
F16520,R530
F17015,R131
F17291,R67
F16332,R335
F16407,R571
F16800,R522
F17824,R247
F17063,R278
F17323,R588
F16811,R376
F17695,R232
F17962,R224
F17294,R318
F16975,R140
F16784,R336
F17242,R450
F17124,R580
F16226,R102
F17831,R52
F16566,R313
F17506,R12
F17639,R571
F17569,R279
F16535,R177
F16933,R254
F16218,R511
F16460,R287
F17138,R304
F16433,R103
F16390,R29
F16952,R549
F17374,R349
F17292,R189
F16716,R57
F17947,R169
F16514,R413
F17703,R596
F17858,R207
F16662,R87
F17006,R404
F17061,R103
F17353,R43
F16884,R232
F17633,R393
F16496,R155
F17810,R223
F16390,R9
F16215,R352
F16951,R146
F17571,R424
F16537,R141
F16256,R188
F17599,R232
F17942,R508
F17250,R186
F16574,R41
F16639,R361
F16636,R1
F16375,R31
F17774,R130
F17125,R254
F17087,R200
F17488,R113
F16556,R535
F17899,R116
F16287,R322
F16981,R546
F17594,R174
F17585,R137
F17911,R398
F16450,R121
F16696,R533
F17487,R55
F17010,R56
F16283,R205
F17507,R467
F17821,R418
F16247,R361
F16294,R346
F16701,R449
F16908,R90
F17767,R481
F16905,R277
F16326,R547
F16536,R518
F16827,R363
F16772,R26
F16216,R211
F16431,R84
F17210,R274
F17337,R285
F16883,R220
F17591,R155
F17704,R257
F16950,R56
F17194,R219
F17949,R431
F16972,R286
F16263,R226
F17668,R593
F16613,R496
F16468,R371
F17486,R594
F17444,R220
F17930,R60
F17826,R282
F17108,R219
F16466,R297
F16547,R150
F16746,R408
F17933,R500
F16663,R473
F16996,R398
F17423,R266
F16705,R282
F17361,R352
F16638,R564
F16205,R406
F16643,R201
F17587,R309
F16257,R308
F16384,R6
F16772,R580
F17627,R319
F16213,R205
F16238,R100
F17408,R173
F17981,R6
F16940,R25
F17101,R33
F17788,R352
F16817,R571
F16961,R312
F17799,R342
F16204,R402
F17005,R237
F17172,R72
F17540,R507
F17377,R255
F16808,R483
F17834,R58
F17729,R40
F16394,R298
F16699,R496
F16898,R92
F17431,R305
F16244,R167
F16482,R149
F17784,R484
F17798,R280
F16778,R595
F17720,R121
F17049,R442
F17328,R238
F17480,R536
F16541,R131
F16878,R538
F17915,R327
F16399,R507
F17443,R197
F17452,R79
F17121,R127
F17197,R422
F16280,R398
F17611,R234
F17640,R234
F17913,R175
F16733,R21
F17895,R439
F16459,R571
F17071,R101
F16953,R171
F17485,R416
F17373,R59
F17539,R402
F17216,R109
F17663,R370
F17463,R163
F17248,R337
F16237,R147
F16533,R84
F16608,R502
F16325,R70
F16544,R296
F17483,R277
F16279,R303
F17931,R366
F16668,R17
F17598,R72
F17378,R400
F16517,R90
F17616,R401
F16417,R319
F17908,R458
F17442,R374
F16543,R96
F16283,R290
F16698,R42
F16998,R430
F17044,R347
F17596,R12
F17491,R362
F16960,R250
F17855,R192
F17404,R564
F16703,R504
F17035,R194
F17739,R501
F17759,R498
F17562,R44
F17681,R435
F17954,R22
F17778,R304
F16614,R335
F17022,R0
F16425,R429
F16457,R113
F17352,R339
F16761,R472
F17682,R57
F17565,R312
F17697,R250
F16665,R201
F16952,R168
F17266,R498
F17134,R387
F17937,R173
F16712,R552
F17528,R136
F16324,R317
F17308,R461
F16479,R53
F16604,R78
F16984,R279
F16522,R352
F17851,R210
F17239,R584
F16981,R449
F16443,R502
F17985,R384
F17440,R545
F17808,R211
F17127,R442
F16422,R348
F16412,R409
F17432,R570
F16494,R385
F17501,R307
F16282,R206
F17259,R380
F16423,R345
F17356,R475
F17650,R95
F16789,R288
F16271,R187
F16560,R581
F16774,R160
F16869,R434
F17470,R407
F17730,R372
F17298,R235
F17276,R111
F17530,R289
F16240,R445
F16757,R82
F17045,R394
F17728,R591
F17815,R559
F17260,R432
F16388,R565
F17026,R589
F17322,R175
F17997,R124
F16612,R301
F16309,R471
F17120,R243
F17217,R44
F17414,R450
F17983,R130
F16414,R84
F16417,R30
F17432,R474
F16500,R156
F17870,R405
F17703,R384
F16247,R442
F16514,R109
F16892,R277
F17795,R100
F16540,R18
F16601,R589
F17672,R18
F17002,R490
F17797,R483
F17176,R431
F16985,R144
F17309,R287
F16637,R565
F17712,R378
F16565,R468
F16712,R245
F16219,R228
F17388,R539
F17563,R385
F17503,R417
F16570,R497
F16860,R184
F16440,R11
F17065,R34
F17495,R111
F17529,R497
F17873,R346
F16203,R372
F17711,R413
F16902,R177
F17379,R427
F17065,R127
F17072,R48
F17908,R15
F16303,R434
F17400,R134
F16980,R417
F16746,R178
F16640,R191
F17929,R314
F17416,R109
F16862,R419
F16909,R43
F17089,R595
F16752,R345
F16728,R483
F17327,R57
F16343,R83
F16942,R117
F17136,R41
F16250,R404
F17473,R97
F16913,R401
F16890,R192
F16625,R451
F17838,R149
F17073,R493
F17142,R175
F16895,R43
F16880,R590
F16907,R451
F16933,R409
F17299,R250
F16280,R100
F17037,R128
F17481,R389
F17137,R484
F17264,R538
F17089,R40
F16440,R202
F17850,R342
F17855,R12
F17266,R352
F17526,R453
F16318,R205
F17119,R497
F17369,R0
F17909,R258
F17202,R44
F16990,R218
F16751,R81
F17360,R407
F16209,R57
F17782,R187
F16831,R163
F16942,R561
F17191,R245
F17324,R465
F16957,R292
F16647,R299
F17586,R99
F17314,R62
F17305,R78
F17431,R591
F16412,R398
F16851,R417
F17265,R293
F17938,R489
F17398,R535
F17673,R348
F17879,R399
F16816,R110
F16859,R558
F16937,R174
F17099,R412
F16452,R207
F16933,R66
F17524,R160
F17944,R419
F17178,R135
F17020,R40
F17134,R435
F16628,R6
F17140,R320
F17982,R586
F17987,R340
F16727,R23
F17820,R58
F17275,R108
F16716,R362
F17096,R166
F16418,R410
F17372,R94
F17313,R545
F16232,R462
F16927,R502
F17040,R330
F16555,R255
F17716,R253
F16491,R171
F16871,R163
F16653,R515
F17859,R125
F16762,R585
F16536,R456
F17628,R533
F17979,R47
F17338,R118
F16677,R170
F17840,R498
F16553,R196
F17439,R402
F16555,R509
F17534,R265
F17879,R299
F16405,R268
F17624,R92
F16360,R571
F16767,R424
F16408,R265
F16796,R223
F16974,R231
F17048,R574
F17572,R313
F16367,R543
F17640,R433
F17547,R373
F17204,R16
F17960,R103
F16886,R531
F16427,R224
F17147,R240
F16499,R224
F16868,R597
F17751,R350
F16352,R420
F16312,R405
F17867,R49
F16687,R516
F17749,R282
F17927,R35
F16476,R500
F16761,R592
F17987,R475
F17376,R368
F17751,R105
F17781,R598
F16732,R33
F17043,R389
F17443,R89
F16891,R462
F17529,R140
F17196,R211
F16252,R261
F17248,R401
F16508,R495
F17458,R541
F17593,R281
F17131,R434
F16844,R9
F17074,R288
F17052,R466
F17269,R281
F16349,R163
F17679,R495
F17033,R582
F17336,R75
F17179,R256
F17349,R61
F17750,R141
F17822,R322
F16241,R57
F17681,R5
F17846,R133
F16366,R438
F16464,R288
F17654,R391
F17973,R320
F17780,R311
F17326,R441
F17990,R240
F17241,R142
F16455,R411
F16216,R539
F17648,R197
F17316,R278
F17879,R291
F17382,R201
F17177,R408
F17162,R133
F17871,R74
F17799,R568
F16350,R234
F16922,R68
F17098,R381
F17499,R532
F16590,R487
F17347,R95
F17748,R319
F17709,R232
F16986,R500
F16813,R250
F17723,R160
F17644,R188
F17021,R569
F17635,R148
F17675,R99
F17936,R202
F16529,R56
F17439,R259
F16470,R347
F17331,R70
F17835,R425
F17056,R194
F16278,R264
F17537,R256
F16829,R271
F16338,R330
F16371,R297
F17701,R213
F16768,R339
F17959,R477
F17567,R325
F17310,R4
F16410,R100
F17028,R587
F17003,R552
F17452,R207
F17525,R314
F16528,R443
F17709,R216
F17966,R511
F16870,R371
F17934,R375
F16409,R99
F17143,R111
F16740,R251
F16272,R426
F17589,R571
F16821,R201
F17699,R439
F16413,R67
F17857,R486
F17940,R158
F17098,R267
F16289,R542
F16521,R69
F17331,R421
F17209,R587
F16202,R103
F16248,R121
F17625,R154
F16353,R202
F16862,R433
F17694,R41
F17659,R153
F17167,R346
F16519,R210
F16322,R90
F16810,R517
F16430,R329
F16754,R482
F16896,R556
F17083,R244
F16856,R134
F16797,R331
F16708,R513
F16635,R395
F17263,R183
F17576,R318
F16691,R310
F17763,R444
F16683,R340
F17524,R233
F17274,R273
F17403,R9
F16390,R258
F16990,R545
F16737,R21
F16239,R419
F17702,R519
F16462,R46
F17315,R151
F16682,R453
F17429,R181
F16301,R530
F16217,R458
F17277,R41
F17614,R412
F16493,R36
F17112,R309
F16814,R267
F16449,R456
F16770,R418
F16838,R463
F17661,R37
F16766,R53
F17232,R284
F17395,R572
F16760,R69
F16522,R80
F16208,R458
F17130,R105
F17572,R591
F16721,R364
F17426,R378
F17339,R590
F16889,R285
F17815,R561
F17441,R253
F16465,R521
F16399,R81
F17152,R63
F16574,R488
F16535,R222
F16592,R386
F17330,R445
F16823,R369
F16658,R236
F16475,R89
F16739,R0
F17909,R561
F17130,R113
F16697,R404
F16935,R292
F17023,R423
F17158,R274
F16404,R379
F17496,R208
F17285,R524
F16571,R196
F16271,R560
F17603,R237
F16726,R358
F16224,R219
F16675,R217
F17222,R389
F17217,R533
F16748,R599
F17298,R36
F16420,R283
F17604,R493
F16983,R351
F17450,R549
F17866,R37
F16941,R243
F17569,R101
F17597,R273
F16756,R23
F17157,R196
F16472,R529
F17664,R589
F16905,R329
F17968,R486
F17254,R413
F17364,R47
F17649,R554
F16582,R311
F16728,R369
F16780,R420
F17284,R28
F17573,R586
F17555,R573
F17433,R146
F17568,R549
F17854,R413
F16218,R70
F17123,R240
F17471,R166
F17819,R569
F16994,R94
F17551,R22
F16650,R426
F16304,R444
F16249,R160
F16539,R149
F17000,R453
F17574,R311
F16527,R444
F16931,R37
F16729,R443
F17134,R309
F16924,R462
F16777,R269
F16331,R378
F17696,R315
F17443,R99
F17525,R446
F17974,R142
F17208,R597
F16445,R501
F16548,R134
F17245,R563
F16638,R140
F17538,R23
F17304,R534
F17004,R235
F17213,R574
F17350,R236
F17218,R444
F16839,R447
F17770,R477
F17098,R558
F17900,R443
F17000,R360
F17629,R297
F16517,R517
F17900,R324
F17673,R415
F16827,R135
F17042,R571
F16227,R316
F16911,R276
F17410,R29
F16454,R536
F17476,R486
F17002,R109
F16848,R403
F16334,R598
F17234,R599
F16210,R470
F17749,R58
F16835,R187
F16774,R517
F17246,R487
F17090,R265
F17325,R75
F17914,R467
F16743,R306
F16826,R69
F17129,R568
F17248,R357
F17258,R65
F16853,R390
F17040,R201
F17331,R84
F17926,R510
F17708,R441
F17542,R120
F16796,R53
F17351,R411
F17947,R548
F17679,R420
F17051,R3
F16602,R241
F16875,R124
F16289,R368
F17970,R489
F17667,R345
F17605,R288
F16747,R352
F17864,R178
F17585,R234
F16609,R269
F17542,R207
F16720,R495
F17021,R423
F17112,R17
F16582,R320
F17623,R34
F16715,R308
F17619,R311
F17657,R208
F17963,R382
F17031,R595
F17923,R242
F17719,R93
F16809,R504
F17094,R446
F17894,R523
F17286,R345
F16887,R506
F17564,R22
F17285,R523
F17194,R198
F17110,R298
F17475,R217
F16471,R232
F16568,R326
F16819,R80
F16683,R182
F17367,R279
F17558,R462
F16465,R62
F16556,R537
F16240,R428
F17647,R142
F17478,R468
F16722,R276
F16429,R170
F16583,R510
F17824,R159
F16885,R416
F16864,R33
F17665,R508
F17525,R165
F16745,R420
F16643,R102
F16843,R206
F17076,R436
F17808,R30
F17508,R538
F16698,R199
F17258,R595
F16955,R42
F17243,R159
F17807,R93
F16689,R126
F17076,R415
F17180,R494
F17321,R35
F16489,R263
F16616,R341
F17515,R162
F17576,R282
F17785,R184
F17246,R68
F16542,R397
F17030,R538
F16316,R248
F16799,R527
F16994,R237
F17505,R487
F16989,R209
F17131,R437
F17145,R523
F16642,R324
F16295,R275
F17844,R487
F16807,R49
F17104,R452
F17499,R94
F17835,R131
F16775,R202
F16578,R564
F17351,R367
F17075,R34
F16341,R371
F17876,R554
F16670,R141
F16785,R199
F16385,R533
F17266,R533
F16906,R118
F17862,R197
F16371,R505
F16399,R396
F16487,R95
F16931,R574
F16432,R305
F16462,R230
F17567,R134
F16898,R113
F17429,R303
F16367,R212
F16507,R579
F16238,R89
F16327,R389
F16366,R494
F16598,R523
F16772,R529
F17677,R34
F17816,R364
F16675,R538
F17536,R322
F16886,R294
F16755,R378
F16975,R164
F16930,R575
F17169,R497
F17871,R316
F17735,R102
F17114,R144
F17388,R420
F17782,R192
F17255,R407
F17673,R137
F17738,R320
F17079,R342
F17600,R260
F16722,R386
F16220,R424
F16795,R352
F17429,R31
F17478,R414
F17127,R267
F17128,R153
F17460,R104
F16760,R513
F17559,R265
F16781,R507
F17325,R153
F17012,R79
F16540,R379
F16270,R582
F17135,R443
F17816,R9
F16446,R553
F17408,R338
F17306,R448
F16840,R320
F17945,R282
F16537,R113
F17252,R310
F17148,R270
F17733,R532
F17960,R558
F17150,R375
F16678,R139
F17095,R392
F16791,R46
F16602,R519
F17502,R131
F16853,R44
F16649,R176
F16938,R8
F17652,R578
F17042,R72
F16895,R70
F16999,R354
F16301,R455
F16773,R372
F17063,R165
F17156,R148
F16474,R217
F17195,R158
F16488,R519
F17203,R444
F17105,R177
F16257,R98
F17427,R114
F17337,R113
F17617,R3
F17278,R534
F17123,R549
F16776,R452
F16808,R586
F17212,R572
F17282,R92
F17244,R151
F16928,R30
F17555,R398
F17640,R425
F16709,R65
F17223,R426
F16787,R337
