childFieldId,parentFieldId
F3621,F3245
F11298,F10978
F12525,F12523
F7693,F7342
F15526,F15523
F11073,F11026
F8318,F8117
F11633,F11569
F4860,F4788
F6970,F6713
F14187,F13883
F14470,F14454
F8568,F8178
F5576,F5484
F15044,F14855
F10063,F9912
F9426,F9082
F3787,F3712
F8343,F8236
F10106,F9722
F16314,F15939
F12261,F12184
F15955,F15608
F9847,F9537
F15307,F15161
F14604,F14280
F8675,F8472
F5339,F5004
F11439,F11218
F16160,F15843
F3551,F3320
F8577,F8291
F11690,F11625
F13712,F13421
F11770,F11462
F17348,F17300
F7510,F7359
F10811,F10748
F14159,F13759
F8916,F8850
F16366,F16134
F3959,F3649
F14078,F13974
F13382,F13283
F4592,F4399
F12596,F12290
F7796,F7500
F9625,F9318
F10758,F10404
F17166,F17007
F4955,F4618
F8804,F8505
F11377,F11026
F14755,F14404
F15518,F15214
F15989,F15918
F11614,F11399
F3756,F3420
F8582,F8463
F2745,F2459
F10568,F10323
F14534,F14157
F14665,F14432
F15198,F15044
F15457,F15239
F17178,F16966
F16391,F16172
F11017,F10801
F3948,F3859
F8569,F8193
F11658,F11492
F15877,F15810
F4744,F4662
F12248,F11862
F14210,F14112
F11523,F11179
F11532,F11178
F6309,F6063
F5484,F5153
F3374,F3128
F2925,F2768
F13388,F13171
F14472,F14344
F12671,F12428
F6651,F6277
F3005,F2799
F14567,F14378
F13710,F13415
F4622,F4348
F16824,F16432
F6380,F6208
F15559,F15395
F11354,F11190
F5943,F5940
F16562,F16342
F7992,F7637
F13996,F13655
F11083,F10908
F11315,F11151
F17671,F17507
F9024,F8660
F8422,F8075
F17166,F17114
F12451,F12302
F5025,F5011
F4807,F4539
F6761,F6605
F6404,F6015
F13077,F12887
F5708,F5353
F9130,F8949
F13315,F13254
F14960,F14851
F3622,F3613
F10251,F10213
F11237,F10856
F12135,F11949
F4509,F4112
F15580,F15214
F15007,F14840
F14702,F14695
F3091,F3085
F3185,F2971
F12117,F12115
F5647,F5535
F7015,F6626
F5971,F5630
F12502,F12151
F14688,F14510
F14230,F14184
F12017,F11902
F10996,F10892
F8442,F8425
F13305,F13260
F12975,F12756
F9597,F9539
F17568,F17316
F9781,F9506
F11975,F11803
F13560,F13394
F15830,F15570
F4001,F3947
F13470,F13227
F14701,F14417
F15018,F15016
F13111,F13095
F6024,F5980
F11568,F11300
F8296,F8077
F16366,F15985
F6992,F6821
F17191,F17177
F12904,F12643
F5053,F5039
F10567,F10395
F15052,F14928
F15418,F15088
F3571,F3563
F6116,F5800
F9545,F9279
F4625,F4460
F7429,F7350
F3150,F2752
F10877,F10509
F4232,F3836
F13636,F13372
F12460,F12247
F2890,F2652
F5729,F5535
F13599,F13413
F7279,F7108
F16826,F16778
F7622,F7344
F17067,F16744
F15933,F15853
F11020,F10723
F13101,F13019
F12551,F12536
F16121,F16104
F12589,F12363
F9289,F9130
F10808,F10686
F10599,F10547
F10815,F10514
F14813,F14631
F16725,F16629
F16790,F16430
F5099,F4742
F5973,F5860
F11922,F11532
F4863,F4784
F3684,F3393
F8634,F8568
F4369,F4134
F4108,F3903
F11677,F11466
F10128,F9855
F5035,F4822
F17028,F17024
F7913,F7543
F11670,F11431
F13314,F13098
F4156,F4069
F5373,F5032
F10295,F10175
F13690,F13639
F17153,F17002
F8313,F8253
F17032,F17010
F7638,F7578
F7202,F6889
F9572,F9318
F11168,F11040
F8009,F7768
F11926,F11558
F7989,F7721
F10230,F10109
F10861,F10830
F10810,F10490
F12971,F12574
F13045,F12970
F12583,F12535
F10568,F10483
F4347,F4022
F13713,F13514
F9331,F9130
F15793,F15589
F15949,F15941
F5722,F5478
F15042,F14970
F8650,F8360
F14969,F14890
F15725,F15337
F8839,F8798
F11931,F11813
F15392,F15294
F15881,F15824
F11578,F11374
F8627,F8518
F4637,F4556
F14980,F14608
F9335,F9075
F6281,F6232
F12288,F12176
F10533,F10497
F11647,F11359
F6239,F6147
F7281,F7218
F17173,F17023
F16286,F15993
F16580,F16430
F8680,F8286
F12192,F12111
F9967,F9912
F17676,F17421
F11828,F11697
F15112,F14989
F4590,F4497
F15591,F15510
F6740,F6356
F10841,F10647
F4548,F4190
F13629,F13314
F14052,F13978
F2864,F2573
F10543,F10383
F3893,F3617
F5758,F5516
F15071,F14746
F17999,F17815
F16848,F16511
F5076,F4801
F8963,F8685
F10229,F10080
F4245,F4143
F16713,F16624
F16753,F16384
F6160,F6047
F10159,F9874
F13620,F13280
F9403,F9051
F3387,F3193
F4557,F4166
F5729,F5380
F8888,F8506
F5927,F5721
F15168,F14823
F3637,F3580
F8460,F8393
F10958,F10819
F3122,F2970
F7323,F7077
F7790,F7446
F5343,F4984
F9663,F9546
F7046,F7034
F10381,F10245
F12560,F12424
F14381,F14092
F3794,F3416
F5718,F5539
F15059,F15030
F5951,F5831
F4144,F4059
F5932,F5831
F10106,F9741
F3243,F3210
F12705,F12439
F17847,F17832
F14292,F14011
F10774,F10610
F5760,F5396
F10720,F10533
F8354,F8147
F5213,F5018
F12605,F12260
F16081,F15762
F9479,F9350
F14579,F14483
F9526,F9476
F9792,F9717
F15186,F15165
F13702,F13639
F3115,F3093
F2939,F2666
F10271,F10134
F17662,F17618
F16376,F16256
F17692,F17648
F15063,F14924
F10466,F10280
F16230,F15907
F4541,F4418
F12678,F12661
F16168,F16017
F8641,F8350
F14018,F14008
F16925,F16918
F7561,F7204
F12675,F12665
F3957,F3584
F6820,F6482
F2947,F2800
F7811,F7689
F15099,F14935
F17366,F17199
F10621,F10402
F5866,F5539
F14670,F14297
F14952,F14931
F7161,F6772
F11177,F10917
F3448,F3064
F9605,F9364
F14332,F14266
F11754,F11696
F14758,F14408
F3524,F3454
F9821,F9819
F14543,F14493
F5730,F5630
F4389,F4383
F7383,F7233
F17152,F16822
F5792,F5564
F13354,F13168
F14392,F14264
F5565,F5303
F15639,F15399
F12596,F12390
F13873,F13512
F15714,F15615
F15851,F15480
F13357,F13150
F2873,F2577
F15605,F15258
F16503,F16302
F4414,F4286
F9399,F9147
F7131,F6814
F12863,F12842
F17896,F17631
F12961,F12823
F3360,F3226
F14420,F14202
F9249,F8901
F4859,F4739
F12817,F12541
F14536,F14193
F15543,F15275
F12451,F12256
F7215,F6841
F14071,F13856
F11555,F11281
F16797,F16665
F12211,F11957
F8026,F7635
F11149,F10931
F12743,F12447
F16557,F16304
F8150,F7789
F11316,F11298
F15051,F14943
F17129,F17009
F4272,F4006
F13779,F13602
F8140,F7976
F11054,F10670
F16457,F16392
F6457,F6121
F6539,F6341
F14173,F14111
F15745,F15420
F5005,F4805
F7010,F6747
F14764,F14490
F17192,F17114
F8829,F8648
F16349,F16227
F4346,F4288
F9986,F9748
F3857,F3574
F14855,F14773
F13244,F12894
F8670,F8560
F9157,F9053
F15844,F15655
F14411,F14258
F2872,F2698
F14922,F14568
F15965,F15651
F4445,F4133
F16636,F16573
F9111,F9024
F4033,F3655
F12355,F12310
F11442,F11404
F14563,F14467
F4269,F4149
F14002,F13711
F16678,F16423
F2835,F2629
F5383,F5334
F3772,F3770
F7056,F6784
F9355,F9246
F13970,F13643
F9798,F9549
F15501,F15228
F4273,F3980
F5123,F4766
F9291,F9155
F9195,F9049
F14408,F14347
F10726,F10490
F3387,F3141
F6606,F6594
F6526,F6207
F13941,F13699
F6316,F6004
F12164,F11785
F9650,F9610
F7964,F7700
F13682,F13437
F6070,F5699
F16018,F15696
F7173,F7057
F9157,F9056
F5808,F5652
F13454,F13297
F17387,F17135
F15801,F15647
F7739,F7670
F4186,F3996
F17895,F17676
F4456,F4339
F5749,F5733
F14893,F14813
F17535,F17377
F11683,F11613
F14534,F14488
F7745,F7490
F10151,F9953
F16105,F15912
F3975,F3843
F3419,F3080
F12748,F12683
F13656,F13444
F14126,F14098
F7160,F6929
F17108,F16951
F6355,F6132
F13823,F13698
F13180,F12960
F4817,F4686
F12567,F12481
F13373,F13139
F9446,F9175
F7314,F7053
F9388,F9092
F7371,F7068
F4361,F4084
F10971,F10918
F16357,F16158
F12068,F11816
F11067,F10929
F14640,F14627
F15196,F14965
F16129,F15857
F15357,F15235
F5078,F4691
F4149,F3871
F8290,F7985
F4656,F4628
F9155,F9020
F4076,F3789
F10670,F10286
F16364,F16309
F7109,F6816
F17333,F17162
F13662,F13616
F4318,F3973
F13060,F12866
F4212,F3989
F9089,F8744
F17153,F17017
F12050,F11757
F6561,F6246
F5801,F5583
F11810,F11596
F10507,F10473
F4558,F4536
F8308,F8282
F4947,F4785
F4156,F3970
F5173,F4983
F13748,F13556
F8577,F8474
F15011,F14695
F14592,F14484
F10006,F9657
F3777,F3497
F11198,F11189
F4790,F4461
F3144,F2759
F11356,F10974
F16754,F16644
F5397,F5169
F11050,F10698
F12030,F11983
F12698,F12621
F16271,F16172
F6276,F6227
F15233,F14988
F15781,F15445
F17219,F16967
F16608,F16551
F10180,F10054
F8718,F8604
F15790,F15498
F10741,F10503
F14446,F14255
F16522,F16411
F9170,F8782
F7162,F6939
F10085,F9710
F16419,F16129
F10977,F10849
F14251,F14082
F6353,F5974
F5099,F4853
F17038,F16842
F14320,F14205
F5668,F5634
F4929,F4724
F14787,F14502
F16255,F15914
F10815,F10667
F14031,F13650
F11715,F11527
F3186,F3098
F4073,F3900
F4912,F4633
F7769,F7676
F4666,F4295
F17674,F17451
F3497,F3260
F15466,F15412
F3573,F3517
F4914,F4806
F4038,F3839
F9320,F8931
F17901,F17535
F3405,F3317
F14030,F13749
F10639,F10270
F4944,F4720
F10609,F10516
F12691,F12428
F16462,F16067
F13611,F13317
F4857,F4489
F5071,F5069
F5915,F5575
F17587,F17410
F15246,F15224
F6178,F5844
F14929,F14906
F12294,F12180
F12740,F12571
F13556,F13201
F13639,F13296
F7103,F6895
F3089,F3082
F10764,F10413
F14006,F13667
F10305,F10036
F5163,F4842
F2839,F2678
F5261,F5150
F5268,F4996
F17911,F17565
F15850,F15810
F3054,F2822
F6740,F6603
F7695,F7432
F8195,F7831
F9482,F9454
F4458,F4449
F10566,F10269
F7966,F7761
F7392,F7137
F12716,F12586
F7490,F7479
F14183,F14017
F7973,F7642
F10749,F10501
F16241,F15932
F8844,F8498
F3297,F3279
F7376,F7217
F15950,F15892
F14378,F14150
F17350,F17029
F17974,F17933
F17653,F17457
F14080,F13849
F12593,F12457
F8307,F8223
F7620,F7477
F11999,F11622
F5392,F5275
F13242,F12885
F7249,F7170
F6415,F6154
F6524,F6197
F16343,F16301
F5623,F5316
F6866,F6521
F7958,F7731
F6775,F6435
F5510,F5151
F14348,F14321
F13960,F13900
F13484,F13162
F4184,F4065
F12272,F12084
F14399,F14165
F11921,F11689
F13802,F13483
F7766,F7653
F17769,F17634
F6538,F6504
F2939,F2610
F8802,F8701
F8923,F8735
F8740,F8482
F16714,F16621
F14163,F13921
F14630,F14351
F17187,F16876
F3921,F3801
F12476,F12234
F10988,F10732
F10146,F10075
F5149,F5039
F11316,F11132
F6584,F6251
F12120,F11815
F5444,F5250
F13452,F13165
F17568,F17343
F3516,F3205
F11973,F11864
F5921,F5796
F17943,F17897
F4463,F4295
F6697,F6665
F4717,F4681
F11464,F11388
F10561,F10273
F12590,F12245
F10034,F9809
F14468,F14264
F9692,F9328
F8375,F8202
F10871,F10724
F9308,F9255
F9663,F9274
F2863,F2642
F13563,F13455
F12847,F12661
F12654,F12271
F8004,F7672
F13894,F13697
F15449,F15094
F9791,F9484
F13800,F13593
F15596,F15342
F13468,F13340
F9489,F9487
F17265,F16999
F5007,F4810
F13038,F12808
F15966,F15871
F11356,F10973
F10997,F10627
F15847,F15492
F17946,F17631
F16574,F16418
F5268,F5248
F4338,F4336
F16194,F16049
F2800,F2545
F16337,F16182
F8724,F8691
F11747,F11618
F15276,F15149
F8180,F8043
F3864,F3762
F3128,F3073
F11195,F11155
F16360,F16220
F4979,F4716
F15417,F15057
F15676,F15337
F3246,F3244
F8657,F8368
F4627,F4463
F4617,F4224
F16622,F16461
F16110,F15971
F9722,F9501
F15529,F15366
F15916,F15676
F17643,F17381
F9782,F9563
F17414,F17037
F15309,F15160
F15578,F15480
F4152,F3907
F12233,F11939
F17529,F17302
F4993,F4917
F5651,F5644
F8619,F8287
F13383,F13106
F8273,F8149
F15287,F15051
F4324,F4107
F5024,F4893
F6089,F6084
F15052,F14696
F16978,F16740
F8857,F8580
F5525,F5280
F8171,F7792
F5255,F5040
F6333,F6242
F5736,F5635
F6066,F6041
F8798,F8520
F10109,F10010
F8147,F8056
F13005,F12627
F8329,F8271
F4548,F4374
F9534,F9224
F16624,F16473
F15403,F15207
F7143,F7090
F16128,F16039
F5322,F5012
F10048,F10017
F5909,F5570
F12806,F12501
F8739,F8559
F16722,F16379
F16237,F16146
F13523,F13495
F8520,F8436
F14389,F14373
F3240,F2918
F8794,F8542
F6671,F6527
F17495,F17241
F9462,F9077
F7245,F7103
F6391,F6009
F10023,F9976
F11271,F10932
F9687,F9591
F5968,F5580
F14990,F14862
F4691,F4526
F15389,F15320
F3413,F3146
F16009,F15917
F13348,F13250
F13538,F13504
F12675,F12537
F16352,F16160
F12018,F11998
F8985,F8826
F2860,F2822
F3587,F3581
F7703,F7636
F11644,F11562
F16317,F16199
F4320,F3960
F7183,F6935
F10728,F10451
F14914,F14837
F17971,F17793
F15326,F15299
F2871,F2537
F5943,F5789
F13129,F13072
F14160,F13932
F6979,F6781
F5132,F5122
F5768,F5632
F11409,F11132
F8152,F8012
F5711,F5706
F6259,F5949
F5367,F5240
F15483,F15335
F15637,F15274
F8681,F8359
F3237,F2911
F14584,F14362
F8129,F7783
F3850,F3503
F6876,F6644
F14613,F14612
F17985,F17866
F6546,F6304
F10218,F9908
F14514,F14328
F4851,F4557
F9728,F9559
F10593,F10408
F13278,F12895
F17402,F17292
F8095,F7837
F10317,F10266
F15021,F14670
F7453,F7225
F16294,F16054
F12419,F12162
F12609,F12341
F10448,F10382
F17667,F17423
F15657,F15292
F4780,F4747
F16359,F16286
F8212,F7956
F8452,F8113
F5797,F5409
F9373,F9091
F9383,F9377
F12614,F12598
F17167,F16784
F13718,F13467
F13937,F13803
F5162,F4836
F8844,F8746
F10323,F10299
F13604,F13443
F15019,F14939
F8692,F8512
F8250,F8236
F9862,F9512
F10930,F10715
F11487,F11406
F9081,F8764
F14691,F14516
F6451,F6083
F16698,F16653
F3528,F3140
F5994,F5956
F10806,F10652
F11141,F10929
F8433,F8040
F9696,F9354
F13234,F13010
F16408,F16230
F17803,F17730
F7719,F7576
F14711,F14483
F11264,F11210
F2961,F2599
F3286,F3103
F4641,F4432
F13555,F13188
F13881,F13801
F5511,F5279
F10459,F10362
F3564,F3263
F13391,F13147
F14983,F14646
F8096,F7763
F8082,F7770
F15066,F14855
F15315,F15125
F9365,F9207
F10956,F10889
F14789,F14595
F15450,F15429
F15546,F15475
F13534,F13228
F13318,F12958
F14055,F14022
F8435,F8316
F9902,F9668
F15894,F15705
F17677,F17673
F9643,F9614
F15722,F15491
F2747,F2561
F11845,F11744
F11008,F10770
F10340,F10065
F8734,F8638
F5914,F5835
F12841,F12480
F11168,F10793
F5449,F5275
F3305,F3099
F4383,F4167
F15630,F15508
F5742,F5617
F8595,F8466
F14219,F14088
F8130,F7745
F3329,F3300
F6304,F5962
F13354,F13115
F10152,F9810
F15856,F15572
F12919,F12909
F13035,F12712
F7327,F7003
F17826,F17723
F6072,F5813
F8658,F8445
F3248,F3067
F4981,F4830
F13695,F13331
F3858,F3459
F12662,F12547
F4055,F3714
F17423,F17243
F6130,F6017
F13555,F13526
F9535,F9516
F7410,F7298
F13152,F12835
F13369,F13022
F14834,F14537
F3343,F2978
F7649,F7548
F8330,F7960
F6948,F6639
F12536,F12508
F9697,F9555
F3429,F3161
F5699,F5420
F16415,F16244
F13232,F12845
F3256,F2981
F12771,F12543
F12772,F12547
F15565,F15298
F14646,F14586
F14009,F13957
F15329,F15275
F7061,F7055
F11526,F11465
F13803,F13576
F9193,F8956
F13240,F12874
F4524,F4146
F5222,F5018
F11401,F11303
F15976,F15716
F4935,F4599
F3988,F3614
F5212,F4969
F10034,F9908
F6042,F5915
F9025,F8939
F7341,F7146
F6432,F6178
F10205,F10182
F4032,F3750
F7517,F7325
F4973,F4575
F6682,F6532
F7688,F7374
F6481,F6270
F10999,F10894
F14333,F14316
F15245,F14914
F17519,F17216
F12562,F12466
F4089,F3782
F8717,F8405
F9311,F9124
F16697,F16432
F15644,F15463
F8827,F8609
F17164,F16950
F16570,F16366
F8940,F8922
F7042,F6943
F4797,F4479
F11672,F11447
F17177,F16804
F11247,F11085
F12890,F12838
F6146,F5825
F14957,F14809
F13778,F13762
F16182,F16110
F15259,F15233
F5082,F4835
F14848,F14545
F10231,F10000
F16741,F16657
F6620,F6399
F9574,F9230
F9736,F9351
F4226,F3944
F4056,F4003
F11943,F11575
F14542,F14530
F4662,F4526
F5762,F5639
F14480,F14134
F6838,F6605
F4308,F4020
F10310,F9910
F4622,F4255
F15948,F15835
F16512,F16201
F3642,F3296
F4294,F4062
F10955,F10918
F12117,F11987
F17105,F16940
F4351,F4298
F16347,F15997
F4659,F4504
F3820,F3614
F10481,F10157
F14222,F13937
F12484,F12283
F12724,F12722
F6592,F6253
F11240,F10872
F11444,F11128
F7242,F7114
F7804,F7516
F9115,F9101
F10356,F10227
F5557,F5444
F3393,F3218
F14814,F14464
F17726,F17506
F13870,F13610
F3470,F3179
F12092,F12036
F4488,F4438
F8180,F8066
F5135,F5069
F17350,F16953
F15127,F14893
F14002,F13678
F12146,F11912
F3542,F3279
F16717,F16350
F14619,F14302
F7988,F7944
F6492,F6245
F17555,F17377
F17458,F17430
F7251,F7239
F12012,F11675
F11393,F11079
F16290,F16210
F7535,F7289
F12727,F12612
F14975,F14744
F13260,F13259
F3969,F3791
F6864,F6644
F10816,F10589
F16574,F16283
F8934,F8827
F5533,F5387
F17501,F17210
F17423,F17267
F13998,F13795
F8254,F8211
F6452,F6248
F6332,F5959
F10821,F10429
F13645,F13486
F7621,F7228
F9450,F9382
F16404,F16354
F5821,F5445
F5063,F4678
F16405,F16181
F15309,F15280
F15872,F15820
F5659,F5299
F9902,F9746
F7974,F7756
F15186,F15158
F17215,F16846
F3315,F3194
F6790,F6680
F8423,F8071
F11651,F11459
F13488,F13358
F12387,F12181
F5339,F5198
F6309,F6113
F12634,F12319
F12026,F11678
F5831,F5495
F3843,F3604
F8362,F8075
F4426,F4331
F9457,F9135
F13348,F13272
F6942,F6854
F9939,F9841
F7208,F6994
F17013,F16926
F17591,F17498
F4954,F4561
F2784,F2657
F15405,F15190
F4811,F4808
F12459,F12408
F11105,F10714
F15465,F15464
F5460,F5392
F5536,F5225
F5191,F5017
F2889,F2817
F10973,F10948
F6583,F6258
F17704,F17455
F14859,F14475
F10900,F10717
F8787,F8510
F3918,F3847
F7889,F7761
F9904,F9828
F14181,F13805
F14070,F13992
F15090,F14830
F4000,F3983
F16439,F16294
F5980,F5908
F10392,F10044
F9694,F9443
F11491,F11142
F10065,F9705
F14905,F14671
F15337,F15005
F10389,F10386
F16029,F15642
F16995,F16958
F6525,F6464
F15326,F15258
F3346,F3095
F7778,F7385
F16674,F16337
F3837,F3437
F11880,F11728
F3182,F2910
F12713,F12593
F5965,F5681
F14511,F14168
F3037,F2872
F13294,F13178
F6052,F5678
F9206,F8923
F13419,F13027
F9173,F9091
F3771,F3536
F7967,F7660
F17261,F16873
F12158,F12099
F17213,F17158
F16268,F16224
F5837,F5545
F6942,F6767
F16385,F16284
F14886,F14800
F8199,F7840
F3505,F3255
F4511,F4508
F3583,F3461
F7279,F7038
F12620,F12557
F9177,F9047
F5943,F5617
F12947,F12608
F5284,F5233
F4938,F4877
F8244,F8048
F16918,F16836
F4894,F4575
F15937,F15802
F4651,F4549
F9448,F9055
F13536,F13447
F13165,F12859
F12160,F12143
F17285,F17136
F14500,F14420
F15349,F15195
F4898,F4563
F12368,F12030
F4474,F4200
F9114,F8785
F9398,F9365
F7653,F7578
F6825,F6466
F5346,F5068
F5556,F5461
F6464,F6428
F2997,F2853
F3565,F3188
F8931,F8766
F10293,F10152
F8754,F8659
F6212,F5956
F5619,F5261
F15897,F15616
F8894,F8647
F8141,F7822
F17435,F17168
F17258,F17152
F3237,F3009
F15219,F15040
F16355,F16200
F9703,F9306
F16131,F16055
F17060,F16883
F7047,F6914
F11578,F11243
F6185,F6023
F16694,F16569
F15747,F15606
F6416,F6222
F13843,F13459
F6397,F6053
F12871,F12573
F4498,F4179
F16786,F16500
F8090,F7869
F9947,F9846
F6455,F6085
F8654,F8522
F15607,F15299
F2958,F2903
F5138,F5019
F10492,F10461
F9961,F9727
F7780,F7597
F15133,F14802
F17938,F17571
F11117,F10939
F13677,F13501
F4571,F4513
F6251,F6246
F16282,F16055
F11317,F10997
F7364,F7083
F15284,F15088
F4890,F4650
F6694,F6572
F6245,F6111
F7921,F7548
F15426,F15401
F9357,F9306
F14235,F14197
F13140,F13052
F5692,F5360
F14441,F14354
F14315,F14030
F12335,F12011
F4679,F4304
F8256,F7936
F13951,F13892
F12454,F12294
F2807,F2445
F2807,F2483
F17537,F17324
F14754,F14442
F15720,F15668
F7201,F6933
F16640,F16272
F16025,F15906
F13613,F13359
F7188,F7171
F4831,F4693
F7237,F6936
F9029,F8676
F15208,F14900
F3084,F2983
F4255,F3946
F10233,F10206
F15425,F15211
F9422,F9396
F16455,F16139
F17464,F17138
F9959,F9568
F3820,F3507
F4096,F3905
F6278,F6067
F7159,F6864
F11226,F11225
F7372,F6990
F6653,F6382
F15823,F15721
F10813,F10500
F8005,F7793
F9096,F8993
F9795,F9761
F15327,F15151
F4517,F4339
F2751,F2496
F15308,F15299
F7418,F7252
F10769,F10403
F3917,F3752
F8753,F8698
F16730,F16607
F17807,F17409
F14810,F14676
F16774,F16607
F16809,F16589
F16309,F16141
F7193,F6845
F12870,F12860
F11434,F11303
F4704,F4388
F4245,F4005
F6618,F6513
F17629,F17520
F9760,F9473
F5063,F4763
F16491,F16432
F17347,F17009
F9557,F9326
F8109,F7916
F11820,F11768
F4759,F4597
F3702,F3629
F8387,F8266
F4729,F4576
F3066,F3047
F15086,F14758
F9387,F9048
F17598,F17585
F13222,F12905
F10012,F9659
F13073,F12886
F12396,F12287
F13410,F13040
F13493,F13198
F10971,F10824
F4146,F4005
F3640,F3365
F3256,F3201
F5165,F4838
F6693,F6421
F7071,F6984
F4699,F4629
F8190,F7949
F15025,F14825
F17351,F17154
F11290,F10958
F12644,F12313
F14871,F14809
F12857,F12839
F12190,F12047
F13524,F13282
F14414,F14207
F12445,F12319
F5123,F4777
F5189,F4885
F5859,F5678
F4009,F3755
F7130,F6787
F16251,F15853
F8162,F7780
F15333,F15201
F9185,F8799
F9655,F9558
F13005,F12708
F11986,F11784
F4679,F4633
F9302,F9222
F16423,F16186
F15772,F15505
F15227,F15186
F5813,F5704
F10889,F10661
F16848,F16731
F6197,F5988
F17117,F16989
F12636,F12560
F17904,F17895
F4947,F4695
F5917,F5914
F12061,F11880
F7256,F7051
F10300,F9937
F13350,F13302
F10661,F10578
F8249,F7957
F14394,F14215
F12723,F12653
F14811,F14796
F6406,F6226
F9188,F8955
F13013,F12717
F17832,F17735
F12158,F11933
F10313,F10075
F15235,F15137
F8293,F8105
F6985,F6818
F4084,F3965
F6729,F6365
F7018,F6885
F7790,F7723
F15255,F15181
F4090,F3776
F17605,F17526
F10486,F10322
F7187,F6999
F15157,F15004
F17723,F17507
F16831,F16733
F16468,F16446
F6895,F6856
F15028,F14981
F3387,F3160
F5171,F4882
F16889,F16561
F8733,F8514
F8692,F8307
F6640,F6272
F15870,F15795
F17266,F17064
F9604,F9307
F7242,F7140
F17470,F17368
F6020,F5987
F3317,F3301
F13835,F13825
F4363,F4157
F6995,F6840
F16499,F16360
F8159,F8118
F12134,F11956
F17857,F17695
F17395,F17325
F3421,F3150
F12359,F12289
F11914,F11739
F14708,F14544
F16704,F16381
F15131,F14965
F17715,F17641
F3226,F2859
F4635,F4455
F8659,F8470
F5761,F5436
F4480,F4187
F3670,F3289
F6460,F6393
F12875,F12776
F13013,F12685
F14249,F14124
F5756,F5710
F10481,F10477
F3088,F2822
F3677,F3470
F14977,F14807
F16088,F15712
F10564,F10482
F16100,F15889
F15340,F15161
F14017,F13954
F16309,F16049
F7546,F7481
F15574,F15545
F12367,F12006
F15465,F15210
F11980,F11673
F2825,F2493
F13488,F13412
F11968,F11579
F5200,F5148
F10765,F10681
F17116,F17005
F8564,F8373
F4501,F4393
F10162,F10054
F15421,F15090
F11651,F11592
F14682,F14368
F8379,F8269
F14264,F14089
F14485,F14464
F6503,F6127
F13141,F12945
F17764,F17419
F6707,F6314
F5558,F5484
F10646,F10629
F11833,F11629
F3938,F3665
F8156,F7801
F7900,F7592
F7885,F7521
F14272,F13911
F17250,F17024
F13333,F12995
F4399,F4038
F15332,F14960
F10266,F10128
F5807,F5587
F13403,F13079
F14850,F14705
F16265,F15936
F14922,F14872
F13831,F13609
F17969,F17745
F5897,F5591
F3063,F2720
F9912,F9679
F16145,F16018
F16735,F16441
F4818,F4739
F4895,F4679
F9397,F9369
F15721,F15567
F11968,F11856
F9333,F9297
F9930,F9593
F3735,F3699
F16588,F16290
F5313,F5147
F8975,F8865
F16080,F15843
F5591,F5233
F15719,F15336
F13147,F12871
F7286,F7224
F5217,F4902
F6406,F6170
F12242,F12025
F9915,F9669
F17074,F16758
F16391,F16073
F7355,F7084
F9554,F9313
F11601,F11450
F9683,F9480
F11908,F11761
F11323,F11236
F5550,F5338
F5446,F5257
F17944,F17745
F4038,F3977
F12304,F12025
F16392,F16288
F8615,F8297
F12023,F11823
F11088,F11020
F5810,F5442
F5227,F5142
F9483,F9359
F14588,F14373
F3172,F2962
F11463,F11299
F17203,F17112
F10051,F9952
F15376,F15095
F6378,F6235
F14254,F14174
F5605,F5502
F17406,F17055
F10016,F10004
F7494,F7191
F2724,F2533
F9761,F9710
F3404,F3194
F8003,F7644
F16409,F16384
F14931,F14531
F3440,F3212
F6390,F6028
F17079,F16795
F3173,F2795
F14776,F14394
F17586,F17318
F16775,F16629
F12728,F12384
F13961,F13728
F9876,F9685
F13211,F13095
F16529,F16515
F10054,F9792
F9787,F9434
F7814,F7653
F7003,F6849
F3791,F3597
F11212,F10850
F16475,F16096
F10853,F10781
F14020,F13695
F3801,F3548
F11662,F11562
F17042,F17001
F10121,F9948
F17311,F17148
F4316,F4308
F5601,F5240
F10989,F10756
F9156,F8866
F9739,F9443
F8895,F8739
F14359,F14208
F7297,F7068
F7208,F7042
F14383,F14354
F6089,F5975
F14222,F14117
F10050,F9713
F6365,F5998
F11809,F11587
F3923,F3663
F13047,F12921
F13112,F12938
F15352,F15039
F6064,F5674
F5061,F4866
F4405,F4223
F9431,F9405
F11933,F11789
F12988,F12748
F14590,F14242
F10163,F10046
F7873,F7835
F8822,F8439
F8854,F8625
F11329,F10973
F13150,F12887
F10325,F10149
F4325,F4190
F17927,F17842
F7252,F7060
F12680,F12422
F6192,F5852
F9640,F9349
F16429,F16047
F10368,F10035
F9025,F8892
F3830,F3688
F8946,F8750
F9280,F9089
F7487,F7322
F8765,F8554
F6517,F6329
F9559,F9235
F11960,F11591
F9295,F9234
F16742,F16700
F11166,F10936
F5442,F5297
F13646,F13492
F3610,F3367
F15312,F14968
F15701,F15608
F8634,F8261
F15172,F15000
F15887,F15521
F12946,F12602
F12045,F12040
F9501,F9274
F9154,F8848
F8840,F8499
F2890,F2733
F10091,F10017
F4702,F4573
F15254,F15043
F2940,F2801
F15768,F15736
F13836,F13703
F3879,F3868
F5257,F5116
F4472,F4407
F12017,F11886
F10345,F10123
F5673,F5494
F14124,F14011
F16136,F16040
F8110,F7845
F11019,F10888
F11951,F11821
F17315,F17052
F10087,F10064
F17110,F16934
F16792,F16679
